Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit
FDU51,20.2,Regular,0.096433359,Meat,178.5,OUT013,1987,High,Tier 3,Supermarket Type1,4604.6728,10.9
NCH06,12.3,Low Fat,0.128136346,Household,248.3,OUT010,1998,,,Grocery Store,985.384,14.3
FDD38,16.75,Regular,0.008184912,Canned,101.3,OUT013,1987,High,Tier 3,Supermarket Type1,1528.011,14.7
FDU07,11.1,Low Fat,0.059846975,Fruits and Vegetables,150.1,OUT046,1997,Small,Tier1,Supermarket Type1,1813.6392,13.2
FDK08,9.195,Regular,0.122494876,Fruits and Vegetables,100.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,1416.8224,13.7
FDW15,,Regular,0.054846706,Meat,147.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,3266.4148,12.8
FDE21,12.8,Low Fat,0.022980361,Fruits and Vegetables,117.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,1274.3412,12.9
FDX28,6.325,Low Fat,0.125154452,Frozen Foods,99.2,OUT035,2004,Small,Tier1,Supermarket Type1,1388.8588,14.3
NCR50,,LF,0.011762847,Household,153.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,7503.566,14.3
FDL27,6.17,Low Fat,0.010674255,Meat,63.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,774.9912,14
FDK14,6.98,Low Fat,0.041098016,Canned,81.7,OUT035,2004,Small,Tier1,Supermarket Type1,818.934,14.1
NCB07,,Low Fat,0.077132215,Household,197.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,5892.33,13.4
NCR53,12.15,Low Fat,0.145013434,Health and Hygiene,225,OUT035,2004,Small,Tier1,Supermarket Type1,4950.8888,13.8
FDB60,9.3,Low Fat,0.028683422,Baking Goods,195.8,OUT017,2007,,,Supermarket Type1,3693.8584,14.6
FDW48,18,Low Fat,0.008554102,Baking Goods,79.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,805.618,13.6
FDR55,12.15,reg,0.132058566,Fruits and Vegetables,187.6,OUT035,2004,Small,Tier1,Supermarket Type1,4349.0056,9.6
FDO22,13.5,reg,0.017895691,Snack Foods,79.5,OUT045,2002,,,Supermarket Type1,1597.92,14.6
FDL48,19.35,reg,0.082731751,Baking Goods,49.2,OUT017,2007,,,Supermarket Type1,777.6544,13.3
NCZ05,8.485,Low Fat,0.058083831,Health and Hygiene,103.2,OUT013,1987,High,Tier 3,Supermarket Type1,722.393,14.5
FDO25,6.3,Low Fat,0.127449031,Canned,210.5,OUT046,1997,Small,Tier1,Supermarket Type1,6291.81,12.8
FDF47,20.85,Low Fat,0.097536998,Starchy Foods,225.4,OUT013,1987,High,Tier 3,Supermarket Type1,3365.619,14.7
FDY40,15.5,Regular,0.143670179,Frozen Foods,48.5,OUT010,1998,,,Grocery Store,49.2692,14.3
FDR25,17,Regular,0.139804885,Canned,265.8,OUT045,2002,,,Supermarket Type1,3974.826,13.7
FDD59,,Regular,0.065860323,Starchy Foods,81.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,1677.816,14.8
FDX38,10.5,Regular,0.0481669,Dairy,48.8,OUT013,1987,High,Tier 3,Supermarket Type1,671.1264,13.8
FDE26,9.3,Low Fat,0.089005769,Canned,144,OUT046,1997,Small,Tier1,Supermarket Type1,2745.0934,14.8
FDH48,,Low Fat,0.105893301,Baking Goods,86.3,OUT019,1985,Small,Tier1,Grocery Store,519.324,11.8
NCK29,5.615,Low Fat,0.12566436,Health and Hygiene,123.5,OUT013,1987,High,Tier 3,Supermarket Type1,1231.73,14.1
NCF54,18,Low Fat,0.047377053,Household,171.1,OUT046,1997,Small,Tier1,Supermarket Type1,2931.5174,7.9
FDI38,13.35,Regular,0,Canned,207,OUT017,2007,,,Supermarket Type1,7247.233,14.1
FDJ07,,Low Fat,0.014353676,Meat,115.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,1631.21,13.3
FDS55,7.02,Low Fat,0,Fruits and Vegetables,148.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,890.8404,12.9
NCX53,20.1,LF,0.025002878,Health and Hygiene,140.4,OUT010,1998,,,Grocery Store,567.2616,14.7
NCP55,14.65,Low Fat,0,Others,53.9,OUT035,2004,Small,Tier1,Supermarket Type1,1105.228,14.5
FDV04,7.825,Regular,0.150015234,Frozen Foods,157.5,OUT046,1997,Small,Tier1,Supermarket Type1,942.7728,14
FDV40,17.35,Low Fat,0.014691784,Frozen Foods,74.1,OUT046,1997,Small,Tier1,Supermarket Type1,960.7494,14.7
NCN30,16.35,Low Fat,0.017062427,Household,98.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,1544.656,14.6
FDT57,15.2,Low Fat,0.019142452,Snack Foods,237.5,OUT017,2007,,,Supermarket Type1,3318.3472,13.9
FDI52,18.7,Low Fat,0.104890428,Frozen Foods,121.4,OUT045,2002,,,Supermarket Type1,3185.1872,12.5
FDT57,15.2,Low Fat,0.019018943,Snack Foods,238.7,OUT013,1987,High,Tier 3,Supermarket Type1,1659.1736,13.4
FDK33,17.85,Low Fat,0.011233126,Snack Foods,211.6,OUT035,2004,Small,Tier1,Supermarket Type1,5752.512,13.5
FDQ39,14.8,Low Fat,0.081026811,Meat,190.1,OUT035,2004,Small,Tier1,Supermarket Type1,4586.0304,13.5
FDR23,15.85,Low Fat,0.081953387,Breads,176.2,OUT045,2002,,,Supermarket Type1,2646.555,13.1
FDX47,,Regular,0.060587738,Breads,156.8,OUT019,1985,Small,Tier1,Grocery Store,471.3864,12.9
DRP35,18.85,Low Fat,0.090850115,Hard Drinks,126.6,OUT035,2004,Small,Tier1,Supermarket Type1,1150.5024,14.3
FDU26,16.7,Regular,0.071335395,Dairy,139.6,OUT010,1998,,,Grocery Store,119.1782,14.6
FDR39,20.35,LF,0.083929569,Meat,182.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,4925.5884,14.7
FDV48,9.195,Regular,0.086396038,Baking Goods,79.1,OUT010,1998,,,Grocery Store,157.1288,14.2
NCG18,15.3,Low Fat,0.023071504,Household,101.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1025.332,14
NCD42,16.5,Low Fat,0.012627329,Health and Hygiene,38.8,OUT013,1987,High,Tier 3,Supermarket Type1,759.012,9.9
FDP59,20.85,Regular,0.094512029,Breads,104.6,OUT010,1998,,,Grocery Store,207.7296,13.7
FDF34,0,Regular,0.013951504,Snack Foods,199.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,5753.8436,13.8
DRD15,10.6,Low Fat,0.056785183,Dairy,232,OUT035,2004,Small,Tier1,Supermarket Type1,2091.2778,14.6
FDP03,5.15,Regular,0.06117708,Meat,121.8,OUT046,1997,Small,Tier1,Supermarket Type1,3219.8088,14.3
FDO20,12.85,Regular,0.152099033,Fruits and Vegetables,252.6,OUT035,2004,Small,Tier1,Supermarket Type1,3532.7348,13.9
NCY30,20.25,Low Fat,0.02594835,Household,180.1,OUT035,2004,Small,Tier1,Supermarket Type1,3440.8544,14.6
DRH37,17.6,Low Fat,0.041581725,Soft Drinks,163.4,OUT013,1987,High,Tier 3,Supermarket Type1,3453.5046,11
FDT10,16.7,Regular,0.103849783,Snack Foods,58.9,OUT010,1998,,,Grocery Store,59.2562,13.5
FDF35,15,Low Fat,0.154301621,Starchy Foods,106,OUT045,2002,,,Supermarket Type1,428.7752,13.9
FDG10,6.63,Regular,0.010937229,Snack Foods,55.9,OUT035,2004,Small,Tier1,Supermarket Type1,801.6232,14.1
FDK03,0,Regular,0.073562475,Dairy,254.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,8138.7392,14.2
FDG20,15.5,Regular,0.125687917,Fruits and Vegetables,178.2,OUT046,1997,Small,Tier1,Supermarket Type1,1416.8224,13.4
NCL07,0,Low Fat,0.0311868,Others,39.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,759.012,14.2
DRD49,9.895,LF,0.167831064,Soft Drinks,237.5,OUT046,1997,Small,Tier1,Supermarket Type1,715.0692,13.3
NCG55,16.25,Low Fat,0,Household,115.2,OUT017,2007,,,Supermarket Type1,3206.4928,10.3
FDR19,13.5,Regular,0.160624116,Fruits and Vegetables,147,OUT017,2007,,,Supermarket Type1,2770.3938,13.7
NCM54,17.7,Low Fat,0.050929429,Household,129.2,OUT035,2004,Small,Tier1,Supermarket Type1,1780.3492,14.6
FDZ44,0,Low Fat,0.06780958,Fruits and Vegetables,118.2,OUT019,1985,Small,Tier1,Grocery Store,234.3616,14.1
FDR28,13.85,Regular,0.026042966,Frozen Foods,161.2,OUT017,2007,,,Supermarket Type1,1794.331,14.3
FDB51,6.92,Low Fat,0.038610722,Dairy,61.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1314.2892,13.5
DRJ59,11.65,Low Fat,0.019372253,Hard Drinks,40.6,OUT046,1997,Small,Tier1,Supermarket Type1,308.9312,7.4
FDZ43,11,Regular,0.057290978,Fruits and Vegetables,242.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1938.8096,14.7
NCC54,17.75,Low Fat,0.097909084,Health and Hygiene,242.1,OUT045,2002,,,Supermarket Type1,4097.3332,13.7
FDQ11,5.695,Regular,0.067688124,Breads,258.9,OUT035,2004,Small,Tier1,Supermarket Type1,5396.9748,13.4
DRH03,17.25,low fat,0.035207155,Dairy,93.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1491.392,14.4
FDX38,10.5,Regular,0.080688663,Dairy,46.7,OUT010,1998,,,Grocery Store,47.9376,14.7
DRH36,16.2,Low Fat,0.033447756,Soft Drinks,74,OUT045,2002,,,Supermarket Type1,894.8352,14.6
NCB06,17.6,Low Fat,0.082797778,Health and Hygiene,161.5,OUT017,2007,,,Supermarket Type1,3515.424,14.4
FDR33,7.31,Low Fat,0.026940466,Snack Foods,108.5,OUT017,2007,,,Supermarket Type1,2306.997,14.6
FDE47,14.15,low fat,0.037877202,Starchy Foods,124,OUT013,1987,High,Tier 3,Supermarket Type1,1618.5598,14.1
FDA10,0,Low Fat,0.141129263,Snack Foods,121.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,3430.2016,13.9
DRI01,7.97,Low Fat,0.034424278,Soft Drinks,171.8,OUT013,1987,High,Tier 3,Supermarket Type1,2069.3064,13.6
NCJ54,9.895,LF,0.060067115,Household,230.7,OUT046,1997,Small,Tier1,Supermarket Type1,4647.284,13.1
FDT14,10.695,Regular,0.127727102,Dairy,121.1,OUT046,1997,Small,Tier1,Supermarket Type1,1917.504,14.2
DRL49,13.15,Low Fat,0.05674821,Soft Drinks,144.4,OUT017,2007,,,Supermarket Type1,284.9624,14.3
NCI18,18.35,Low Fat,0.014052469,Household,224.1,OUT045,2002,,,Supermarket Type1,1346.2476,14.3
FDC38,15.7,Low Fat,0.122684413,Canned,132.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,2252.4014,14
FDS56,5.785,Regular,0.038724612,Fruits and Vegetables,263.9,OUT013,1987,High,Tier 3,Supermarket Type1,6033.4796,14.1
FDX19,19.1,Low Fat,0.09688421,Fruits and Vegetables,233.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,2336.958,14.2
FDU36,0,Low Fat,0,Baking Goods,100.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,2956.152,10.7
FDO44,12.6,Low Fat,0.087380432,Fruits and Vegetables,109.7,OUT013,1987,High,Tier 3,Supermarket Type1,1547.3192,10.1
FDG57,14.7,Low Fat,0.072707309,Fruits and Vegetables,49.5,OUT017,2007,,,Supermarket Type1,291.6204,14.5
FDV20,20.2,Regular,0.059894378,Fruits and Vegetables,126,OUT049,1999,Medium,Tier 2,Supermarket Type1,2797.6916,11.1
FDE47,14.15,Low Fat,0.037901581,Starchy Foods,126.3,OUT035,2004,Small,Tier1,Supermarket Type1,2614.5966,14.2
FDU32,0,Low Fat,0.025841875,Fruits and Vegetables,120.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,4386.2904,14.6
NCB06,0,Low Fat,0.081933378,Health and Hygiene,161.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,6391.68,12.6
FDV46,18.2,Low Fat,0.012627478,Snack Foods,140.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,3495.45,12.7
FDP45,0,Regular,0.030476541,Snack Foods,252.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,5033.448,13.6
FDK03,12.6,Regular,0.074070351,Dairy,254.2,OUT045,2002,,,Supermarket Type1,4578.0408,12.2
FDX37,16.2,Low Fat,0.063017421,Canned,100.4,OUT035,2004,Small,Tier1,Supermarket Type1,998.7,14.1
FDX58,13.15,Low Fat,0.043727261,Snack Foods,182.6,OUT013,1987,High,Tier 3,Supermarket Type1,3478.805,12.9
FDQ46,7.51,Low Fat,0.104023565,Snack Foods,112.5,OUT045,2002,,,Supermarket Type1,2013.3792,13.7
FDL13,13.85,Regular,0.056271701,Breakfast,232.2,OUT013,1987,High,Tier 3,Supermarket Type1,1398.18,14.3
NCT30,9.1,Low Fat,0.080619969,Household,47.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,472.718,11.4
FDP20,19.85,Low Fat,0.045761855,Fruits and Vegetables,125.6,OUT045,2002,,,Supermarket Type1,632.51,13.9
FDH40,11.6,Regular,0.078863888,Frozen Foods,83.2,OUT013,1987,High,Tier 3,Supermarket Type1,1543.3244,14.2
FDZ25,15.7,Regular,0.027729547,Canned,169.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,1528.011,14.6
FDU27,0,Regular,0.170646494,Meat,46.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,2109.2544,14.5
NCQ42,20.35,Low Fat,0.039235527,Household,127.3,OUT013,1987,High,Tier 3,Supermarket Type1,1017.3424,13.8
FDU31,10.5,reg,0.02502991,Fruits and Vegetables,218.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,2821.6604,12.1
FDC35,7.435,Low Fat,0.205605116,Starchy Foods,207.8,OUT010,1998,,,Grocery Store,621.1914,13.5
FDX43,5.655,Low Fat,0.085622362,Fruits and Vegetables,167.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,2330.3,13.2
FDU07,11.1,Low Fat,0.059968347,Fruits and Vegetables,152.8,OUT045,2002,,,Supermarket Type1,1662.5026,14.6
DRD13,15,Low Fat,0.049038621,Soft Drinks,65.4,OUT013,1987,High,Tier 3,Supermarket Type1,1661.8368,14.2
DRK49,14.15,Low Fat,0.036147029,Soft Drinks,39.3,OUT017,2007,,,Supermarket Type1,527.9794,14.2
FDL12,0,Regular,0.212963193,Baking Goods,59.5,OUT019,1985,Small,Tier1,Grocery Store,299.61,13.1
FDZ08,12.5,Regular,0.110614538,Fruits and Vegetables,80.7,OUT017,2007,,,Supermarket Type1,1651.184,11.3
FDA10,20.35,Low Fat,0.142393712,Snack Foods,122.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,1470.0864,14.1
FDS20,8.85,Low Fat,0.053976156,Fruits and Vegetables,181.5,OUT045,2002,,,Supermarket Type1,1277.0044,14.1
FDA07,7.55,Regular,0.03107068,Fruits and Vegetables,122.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,857.5504,14
FDR08,18.7,Low Fat,0.03761584,Fruits and Vegetables,109.2,OUT035,2004,Small,Tier1,Supermarket Type1,1890.2062,13.7
FDM44,0,LF,0.054363971,Fruits and Vegetables,105.1,OUT019,1985,Small,Tier1,Grocery Store,103.199,13.9
FDI22,12.6,Low Fat,0.161039887,Snack Foods,210.3,OUT010,1998,,,Grocery Store,418.1224,14.3
NCM07,9.395,Low Fat,0.040023967,Others,85.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,1006.6896,13.9
FDN46,7.21,Regular,0,Snack Foods,103.1,OUT017,2007,,,Supermarket Type1,3281.0624,14.5
NCW53,18.35,Low Fat,0.030619301,Health and Hygiene,194,OUT018,2009,Medium,Tier 2,Supermarket Type2,2886.243,14.6
FDZ51,11.3,Regular,0.054637635,Meat,93.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,3046.7008,14.5
FDT04,17.25,Low Fat,0,Frozen Foods,40.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,628.5152,13.6
FDZ48,0,low fat,0.132995494,Baking Goods,113.6,OUT019,1985,Small,Tier1,Grocery Store,223.7088,13.8
FDA08,11.85,Regular,0.050085152,Fruits and Vegetables,164.8,OUT046,1997,Small,Tier1,Supermarket Type1,1315.6208,14.5
DRN37,9.6,LF,0.096689673,Soft Drinks,168,OUT018,2009,Medium,Tier 2,Supermarket Type2,1336.9264,7.5
FDD35,12.15,Low Fat,0.026010729,Starchy Foods,119.1,OUT017,2007,,,Supermarket Type1,2157.192,14.1
FDZ48,17.75,Low Fat,0.075959623,Baking Goods,112.5,OUT046,1997,Small,Tier1,Supermarket Type1,2460.7968,13.8
NCN54,20.35,Low Fat,0.021413346,Household,76.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,463.3968,14.2
FDU32,8.785,Low Fat,0,Fruits and Vegetables,120.5,OUT013,1987,High,Tier 3,Supermarket Type1,1583.9382,14.3
FDK41,0,LF,0.126924095,Frozen Foods,87.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,3494.1184,13.7
FDR44,6.11,Regular,0.103340142,Fruits and Vegetables,131.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,913.4776,14.2
NCK29,0,Low Fat,0,Health and Hygiene,125.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,3572.017,14.5
FDT09,15.15,Regular,0.012288171,Snack Foods,129.9,OUT045,2002,,,Supermarket Type1,2241.0828,14.1
FDR11,10.5,Regular,0.142827296,Breads,159.5,OUT045,2002,,,Supermarket Type1,3048.6982,13.8
FDD57,0,Low Fat,0.022291121,Fruits and Vegetables,93.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,3713.1666,14
FDT10,16.7,reg,0.061992874,Snack Foods,61,OUT013,1987,High,Tier 3,Supermarket Type1,355.5372,14.3
FDR51,9.035,Regular,0.17417636,Meat,149,OUT018,2009,Medium,Tier 2,Supermarket Type2,2257.062,14
NCK17,11,Low Fat,0.037953762,Health and Hygiene,38.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,1198.44,10
FDY07,11.8,Low Fat,0.122289654,Fruits and Vegetables,46.3,OUT017,2007,,,Supermarket Type1,275.6412,14.6
FDT14,10.695,Regular,0.128247408,Dairy,121.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,2277.036,13.4
FDJ21,0,Regular,0.038341654,Snack Foods,146.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,4228.4958,12.8
NCR42,9.105,Low Fat,0.038699553,Household,33.8,OUT017,2007,,,Supermarket Type1,199.74,14.5
DRG37,16.2,Low Fat,0.01940856,Soft Drinks,156.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,3739.1328,14.4
FDI24,0,Low Fat,0.137870237,Baking Goods,175,OUT019,1985,Small,Tier1,Grocery Store,352.874,11.9
FDJ22,18.75,Low Fat,0.052800258,Snack Foods,193.3,OUT035,2004,Small,Tier1,Supermarket Type1,2684.5056,13.5
FDT28,13.3,Low Fat,0.06355415,Frozen Foods,149.5,OUT035,2004,Small,Tier1,Supermarket Type1,1354.2372,12.7
FDH38,6.425,Low Fat,0.01043823,Canned,115.9,OUT046,1997,Small,Tier1,Supermarket Type1,1757.712,14.6
FDT43,16.35,Low Fat,0.020589623,Fruits and Vegetables,53.2,OUT045,2002,,,Supermarket Type1,727.0536,11.7
FDX04,19.6,Regular,0.041806702,Frozen Foods,48.8,OUT017,2007,,,Supermarket Type1,527.3136,14.6
FDV46,18.2,Low Fat,0.012679191,Snack Foods,139.8,OUT017,2007,,,Supermarket Type1,838.908,14.3
FDP10,19,Low Fat,0.128289285,Snack Foods,105,OUT049,1999,Medium,Tier 2,Supermarket Type1,1164.4842,14.1
NCA53,11.395,Low Fat,0.009878459,Health and Hygiene,47.6,OUT046,1997,Small,Tier1,Supermarket Type1,1312.2918,13.5
FDL52,6.635,Regular,0.046090204,Frozen Foods,37.2,OUT046,1997,Small,Tier1,Supermarket Type1,834.9132,13.4
FDQ32,17.85,Regular,0.046680961,Fruits and Vegetables,121.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,3962.8416,13.9
FDT37,14.15,Low Fat,0.03546967,Canned,256.3,OUT017,2007,,,Supermarket Type1,4845.0266,8.6
NCO43,5.5,Low Fat,0.047290068,Others,100.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1416.8224,11.9
FDI53,8.895,Regular,0.13842353,Frozen Foods,163,OUT017,2007,,,Supermarket Type1,1127.8652,14.4
FDO19,17.7,Regular,0.027779381,Fruits and Vegetables,50.1,OUT010,1998,,,Grocery Store,97.2068,14.1
FDG12,0,Regular,0,Baking Goods,121.3,OUT019,1985,Small,Tier1,Grocery Store,120.5098,14.3
FDG53,10,Low Fat,0.046043736,Frozen Foods,140.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,2376.906,14
FDK36,7.09,Low Fat,0.007215314,Baking Goods,47.6,OUT046,1997,Small,Tier1,Supermarket Type1,1458.102,13.9
FDR55,12.15,Regular,0.132083542,Fruits and Vegetables,189.6,OUT046,1997,Small,Tier1,Supermarket Type1,3403.5696,13.1
FDV16,7.75,Regular,0.083399788,Frozen Foods,34.6,OUT017,2007,,,Supermarket Type1,441.4254,14.6
FDS31,0,Regular,0.043978369,Fruits and Vegetables,178.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,2526.0452,13.4
NCK06,5.03,Low Fat,0.008639333,Household,122.3,OUT013,1987,High,Tier 3,Supermarket Type1,2059.9852,14.5
FDN03,9.8,Regular,0.015089965,Meat,249.6,OUT046,1997,Small,Tier1,Supermarket Type1,1001.3632,12.3
NCT30,0,Low Fat,0.140582485,Household,47.2,OUT019,1985,Small,Tier1,Grocery Store,141.8154,14.5
FDC50,15.85,Low Fat,0.228469522,Canned,93.3,OUT010,1998,,,Grocery Store,285.6282,12.6
FDE11,17.7,Regular,0,Starchy Foods,183.6,OUT035,2004,Small,Tier1,Supermarket Type1,7033.5112,14.1
FDM03,12.65,Low Fat,0.123007534,Meat,106.1,OUT035,2004,Small,Tier1,Supermarket Type1,2679.845,14.2
NCP05,19.6,Low Fat,0,Health and Hygiene,150.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,2580.6408,13.2
FDJ41,6.85,LF,0.02288328,Frozen Foods,261.3,OUT046,1997,Small,Tier1,Supermarket Type1,2878.2534,14.6
FDR47,0,Low Fat,0.087045086,Breads,196.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,6242.5408,13.8
FDK36,7.09,Low Fat,0.007256127,Baking Goods,50.4,OUT017,2007,,,Supermarket Type1,340.2238,14.6
FDQ23,6.55,Low Fat,0.024664556,Breads,103.3,OUT017,2007,,,Supermarket Type1,2050.664,14.2
NCK42,0,Low Fat,0.013056494,Household,215.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,7334.4528,14.1
NCO06,19.25,Low Fat,0.180820798,Household,36,OUT010,1998,,,Grocery Store,67.9116,14.5
FDV24,5.635,Low Fat,0.103693024,Baking Goods,149.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,2546.685,13.7
FDK40,7.035,Low Fat,0.021849398,Frozen Foods,262.1,OUT046,1997,Small,Tier1,Supermarket Type1,4207.856,14.4
FDT23,7.72,Regular,0.074731477,Breads,77.6,OUT046,1997,Small,Tier1,Supermarket Type1,1947.465,13.9
FDB50,13,Low Fat,0.154244343,Canned,78,OUT018,2009,Medium,Tier 2,Supermarket Type2,1168.479,14
NCF43,8.51,Low Fat,0,Household,142.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,1717.764,13.2
FDU26,0,Regular,0.042412572,Dairy,119.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,1549.3166,13.3
FDC10,9.8,Regular,0.072990979,Snack Foods,121.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,1566.6274,6.3
FDK51,19.85,Low Fat,0.005243282,Dairy,266.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,3179.8608,7
FDV09,12.1,Low Fat,0.034427577,Snack Foods,146.7,OUT010,1998,,,Grocery Store,296.9468,14.6
DRL37,15.5,Low Fat,0.053455158,Soft Drinks,43.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,562.601,14
FDQ45,9.5,Regular,0,Snack Foods,182.4,OUT010,1998,,,Grocery Store,1102.5648,14.4
FDO45,0,Regular,0.037768989,Snack Foods,88.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,1845.5976,14.7
FDP27,8.155,Low Fat,0.119428052,Meat,190.9,OUT035,2004,Small,Tier1,Supermarket Type1,2466.789,12.6
NCE07,8.18,Low Fat,0.013183517,Household,143.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,1843.6002,14.7
FDL26,0,Low Fat,0.072838381,Canned,155.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,5141.3076,13.5
FDL09,19.6,Regular,0.128235131,Snack Foods,169.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1174.4712,13.3
NCA17,20.6,Low Fat,0,Health and Hygiene,148.8,OUT046,1997,Small,Tier1,Supermarket Type1,2684.5056,13.6
NCL29,9.695,Low Fat,0.114583922,Health and Hygiene,139.6,OUT017,2007,,,Supermarket Type1,2535.3664,13.6
FDS20,8.85,Low Fat,0.054171606,Fruits and Vegetables,183.9,OUT017,2007,,,Supermarket Type1,2918.8672,13.1
NCD19,8.93,LF,0,Household,53.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,552.614,14.4
FDF05,17.5,Low Fat,0.026912667,Frozen Foods,261.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,3418.883,11.3
FDI44,16.1,Low Fat,0.100799828,Fruits and Vegetables,78.4,OUT017,2007,,,Supermarket Type1,1467.4232,14
NCY29,13.65,Low Fat,0.077390746,Health and Hygiene,54.7,OUT045,2002,,,Supermarket Type1,679.116,13.1
FDC60,5.425,Regular,0.191603334,Baking Goods,87.1,OUT010,1998,,,Grocery Store,88.5514,13.3
DRL49,13.15,Low Fat,0.056543464,Soft Drinks,140.6,OUT045,2002,,,Supermarket Type1,427.4436,13.5
FDT39,6.26,Regular,0.009923732,Meat,152.8,OUT017,2007,,,Supermarket Type1,3778.415,14.6
FDE50,19.7,Regular,0.016238512,Canned,186.5,OUT045,2002,,,Supermarket Type1,5069.4012,12.2
FDK25,0,Regular,0.156072361,Breakfast,169.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,3874.2902,13.9
DRK13,11.8,Low Fat,0.115636723,Soft Drinks,199.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,3571.3512,11.7
DRD24,13.85,Low Fat,0.030920531,Soft Drinks,141,OUT018,2009,Medium,Tier 2,Supermarket Type2,1701.7848,14.2
FDX60,14.35,Low Fat,0.080594133,Baking Goods,81,OUT046,1997,Small,Tier1,Supermarket Type1,1757.712,13.7
FDT40,0,Low Fat,0.167725251,Frozen Foods,128.4,OUT019,1985,Small,Tier1,Grocery Store,127.1678,14.3
FDJ20,20.7,Regular,0.100378096,Fruits and Vegetables,122.4,OUT045,2002,,,Supermarket Type1,1238.388,14.6
FDI58,7.64,Regular,0.070847865,Snack Foods,91.7,OUT045,2002,,,Supermarket Type1,2050.664,14.2
FDX04,19.6,Regular,0.04163619,Frozen Foods,47.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1150.5024,14.5
FDK55,18.5,Low Fat,0.025756826,Meat,87.2,OUT035,2004,Small,Tier1,Supermarket Type1,802.9548,14.2
NCH06,12.3,Low Fat,0.076987408,Household,247.9,OUT017,2007,,,Supermarket Type1,3202.498,12.9
