Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany
28.0,Yes,Travel_Rarely,Research & Development,24.0,Life Sciences,3,Male,2,1,Laboratory Technician,3.0,2028.0,5,Yes,14,3,4
28.0,No,Travel_Rarely,Sales,5.0,Medical,1,Male,3,2,Sales Executive,4.0,4908.0,1,No,14,3,4
,Yes,Travel_Frequently,Sales,6.0,Marketing,4,Female,1,1,Sales Representative,3.0,2351.0,0,No,16,3,2
28.0,Yes,Travel_Rarely,Research & Development,17.0,Technical Degree,3,Male,2,1,Laboratory Technician,4.0,2367.0,5,No,12,3,4
32.0,Yes,Travel_Frequently,Research & Development,,Life Sciences,1,Female,4,1,Research Scientist,3.0,2432.0,3,Yes,14,3,4
,Yes,Travel_Rarely,Sales,4.0,Medical,4,Male,1,3,Sales Executive,4.0,10400.0,1,No,11,3,14
,Yes,Travel_Rarely,Research & Development,1.0,Other,4,Male,3,1,Research Scientist,4.0,2686.0,1,Yes,13,3,10
30.0,Yes,Travel_Frequently,Sales,26.0,Marketing,3,Female,2,2,Sales Executive,1.0,6696.0,5,No,15,3,6
28.0,Yes,Travel_Frequently,Research & Development,2.0,Medical,3,Male,2,1,Laboratory Technician,1.0,2561.0,7,No,11,3,0
56.0,Yes,Travel_Rarely,,,Life Sciences,1,Male,3,1,Laboratory Technician,4.0,2587.0,1,No,16,3,4
42.0,No,Travel_Rarely,Research & Development,29.0,Medical,2,Male,1,2,Laboratory Technician,4.0,4272.0,4,No,19,3,1
26.0,Yes,Non-Travel,,29.0,Medical,2,Male,1,2,Sales Executive,1.0,4969.0,8,No,18,3,2
36.0,Yes,Travel_Rarely,Sales,3.0,Life Sciences,3,Male,2,3,Sales Executive,4.0,10325.0,1,Yes,11,3,16
29.0,No,Travel_Rarely,Sales,10.0,Marketing,4,Female,2,2,Sales Executive,2.0,8268.0,1,Yes,14,3,7
56.0,Yes,Travel_Rarely,Research & Development,24.0,Life Sciences,1,Male,3,1,Laboratory Technician,4.0,2587.0,1,No,16,3,4
31.0,Yes,Travel_Rarely,Research & Development,22.0,Medical,4,Male,3,2,Manufacturing Director,3.0,6179.0,1,Yes,15,3,10
23.0,No,Travel_Rarely,Research & Development,10.0,Medical,1,Male,4,1,Research Scientist,3.0,3505.0,1,No,18,3,2
31.0,Yes,,,6.0,Life Sciences,2,Male,1,2,Sales Executive,3.0,6172.0,4,Yes,18,3,7
40.0,No,Travel_Rarely,Research & Development,12.0,Life Sciences,2,Female,3,2,Healthcare Representative,1.0,,2,No,12,3,7
22.0,Yes,Travel_Frequently,Research & Development,4.0,Technical Degree,3,Male,2,1,Laboratory Technician,3.0,3894.0,5,No,16,3,2
19.0,Yes,Travel_Rarely,Sales,22.0,Marketing,4,Male,3,1,Sales Representative,3.0,1675.0,1,Yes,19,3,0
43.0,No,Travel_Frequently,Research & Development,28.0,Medical,2,Female,4,1,Research Scientist,3.0,4739.0,4,No,12,3,3
47.0,No,Travel_Rarely,,,Life Sciences,4,Female,3,2,Sales Executive,4.0,4163.0,1,Yes,17,3,9
,Yes,Travel_Rarely,Research & Development,22.0,Life Sciences,1,Female,3,1,Research Scientist,3.0,2132.0,4,Yes,11,3,5
32.0,No,Travel_Rarely,,,Medical,1,Female,4,2,Research Scientist,4.0,,7,No,16,3,7
20.0,Yes,Travel_Rarely,Research & Development,11.0,Medical,4,Female,2,1,Research Scientist,1.0,2600.0,1,Yes,15,3,1
31.0,No,Travel_Rarely,Research & Development,12.0,Medical,4,Female,3,2,Healthcare Representative,4.0,5855.0,0,Yes,11,3,9
38.0,No,Non-Travel,Human Resources,2.0,Human Resources,1,Male,3,1,Human Resources,2.0,2592.0,5,No,13,3,11
,No,Travel_Rarely,Research & Development,26.0,Life Sciences,1,Male,3,2,Healthcare Representative,3.0,5347.0,6,No,14,3,3
,No,Travel_Rarely,Research & Development,2.0,Life Sciences,2,Female,2,1,Research Scientist,3.0,2274.0,1,No,14,3,1
,No,Travel_Rarely,Research & Development,8.0,Other,3,Female,1,2,Healthcare Representative,1.0,9715.0,3,No,13,3,7
22.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,4,Male,3,1,Research Scientist,3.0,3375.0,0,No,12,3,3
31.0,Yes,Travel_Frequently,,,Life Sciences,3,Female,4,3,Manufacturing Director,2.0,7446.0,1,No,11,3,10
50.0,Yes,Travel_Rarely,Sales,28.0,Marketing,4,Male,2,3,Sales Executive,1.0,10854.0,4,Yes,13,3,3
26.0,No,Travel_Rarely,Sales,23.0,Marketing,3,Female,2,2,Sales Executive,4.0,,7,Yes,19,3,2
44.0,Yes,Travel_Rarely,Research & Development,10.0,Life Sciences,3,Male,3,1,Research Scientist,3.0,,1,Yes,11,3,6
29.0,No,Travel_Rarely,Research & Development,7.0,Medical,1,Female,2,1,Laboratory Technician,4.0,2532.0,6,No,14,3,4
35.0,No,Travel_Rarely,Research & Development,22.0,Life Sciences,2,Female,4,3,Manager,2.0,,7,No,18,3,7
56.0,No,Travel_Rarely,Sales,11.0,Marketing,4,Female,2,2,Sales Executive,1.0,5380.0,4,No,16,3,0
19.0,Yes,Travel_Rarely,Human Resources,2.0,Technical Degree,1,Male,2,1,Human Resources,,2564.0,1,No,12,3,1
56.0,Yes,Travel_Rarely,Research & Development,24.0,Life Sciences,1,Male,3,1,Laboratory Technician,4.0,2587.0,1,No,16,3,4
21.0,No,Travel_Rarely,Sales,22.0,Technical Degree,3,Male,3,1,Sales Representative,3.0,3447.0,1,No,11,3,3
30.0,No,Non-Travel,Research & Development,2.0,Medical,3,Female,3,1,Laboratory Technician,4.0,,0,No,14,3,11
,Yes,Travel_Frequently,,17.0,Life Sciences,2,Female,3,1,Human Resources,3.0,2741.0,0,Yes,11,3,7
37.0,No,Travel_Rarely,Research & Development,19.0,Life Sciences,3,Male,3,2,Manufacturing Director,3.0,5768.0,3,No,17,3,4
47.0,Yes,Travel_Frequently,Sales,27.0,Life Sciences,2,Female,4,2,Sales Executive,3.0,6397.0,4,Yes,12,3,5
29.0,No,Travel_Rarely,Human Resources,6.0,Medical,4,Male,2,1,Human Resources,2.0,2804.0,1,No,11,3,1
31.0,Yes,Travel_Frequently,Sales,1.0,Life Sciences,2,Female,1,1,Sales Representative,3.0,1359.0,1,No,12,3,1
50.0,Yes,Travel_Rarely,Sales,3.0,Marketing,1,Male,2,1,Sales Representative,3.0,2683.0,1,Yes,14,3,3
34.0,No,Travel_Rarely,Sales,4.0,Life Sciences,3,Male,3,3,Sales Executive,4.0,9713.0,2,Yes,13,3,5
,No,Travel_Rarely,Sales,9.0,Marketing,2,Male,2,1,Sales Representative,2.0,2899.0,0,No,19,3,2
31.0,Yes,Travel_Rarely,Sales,16.0,Marketing,1,Male,3,3,Sales Executive,3.0,8161.0,2,No,13,3,1
31.0,Yes,Travel_Frequently,Research & Development,29.0,Medical,3,Male,2,1,Laboratory Technician,2.0,3479.0,0,No,11,3,5
20.0,Yes,Travel_Rarely,Research & Development,4.0,Technical Degree,1,Male,3,1,Laboratory Technician,1.0,2973.0,1,No,19,3,1
29.0,No,Travel_Frequently,Research & Development,2.0,Life Sciences,4,Female,3,1,Laboratory Technician,2.0,3180.0,0,No,13,3,3
24.0,No,Travel_Rarely,Research & Development,21.0,Technical Degree,3,Male,2,1,Laboratory Technician,1.0,2296.0,0,No,14,3,1
35.0,Yes,Travel_Rarely,Research & Development,2.0,Life Sciences,1,Female,3,1,Laboratory Technician,1.0,,1,Yes,12,3,1
31.0,No,Non-Travel,,2.0,Life Sciences,4,Female,3,3,Sales Executive,3.0,9852.0,1,Yes,19,3,10
26.0,Yes,,Research & Development,24.0,Technical Degree,3,Male,1,1,Laboratory Technician,4.0,2340.0,1,Yes,18,3,1
44.0,Yes,Travel_Frequently,Research & Development,1.0,Medical,3,Male,3,1,Research Scientist,2.0,2342.0,1,Yes,12,3,5
34.0,No,Travel_Frequently,,1.0,Other,4,Male,3,1,Research Scientist,1.0,2996.0,5,No,14,3,4
27.0,No,Travel_Rarely,Research & Development,,Medical,3,Female,3,1,Research Scientist,4.0,3445.0,1,No,11,3,6
36.0,No,Travel_Rarely,Research & Development,5.0,Life Sciences,2,Female,3,3,Healthcare Representative,1.0,8008.0,4,No,12,3,3
29.0,Yes,Travel_Rarely,Research & Development,1.0,Technical Degree,1,Male,2,1,Research Scientist,1.0,2362.0,6,No,13,3,9
34.0,Yes,Travel_Rarely,Human Resources,9.0,Technical Degree,1,Female,3,1,Human Resources,3.0,2742.0,1,No,15,3,2
36.0,No,Travel_Rarely,Sales,17.0,Marketing,3,Male,2,2,Sales Executive,2.0,5507.0,2,No,16,3,4
42.0,No,Travel_Rarely,Research & Development,23.0,Life Sciences,1,Female,3,4,Research Director,4.0,15992.0,2,No,14,3,1
24.0,No,Travel_Frequently,Research & Development,2.0,Technical Degree,1,Female,3,1,Research Scientist,4.0,3760.0,1,Yes,13,3,6
50.0,No,Travel_Rarely,Research & Development,17.0,Life Sciences,4,Female,2,3,Research Director,1.0,13269.0,5,No,15,3,14
29.0,Yes,Travel_Rarely,Sales,23.0,Life Sciences,4,Female,2,3,Sales Executive,1.0,7336.0,1,No,13,3,11
37.0,No,Non-Travel,,2.0,Life Sciences,3,Male,2,2,Healthcare Representative,4.0,5163.0,5,No,14,3,1
38.0,No,Travel_Rarely,Research & Development,29.0,Technical Degree,4,Male,3,2,Manufacturing Director,,6261.0,3,No,18,3,7
31.0,Yes,Travel_Rarely,,6.0,Life Sciences,2,Male,1,2,Sales Executive,3.0,6172.0,4,Yes,18,3,7
30.0,Yes,Travel_Rarely,Sales,9.0,Medical,2,Male,3,1,Sales Representative,4.0,1081.0,1,No,13,3,1
,Yes,Travel_Frequently,Sales,26.0,Life Sciences,1,Female,3,2,Sales Executive,1.0,4286.0,2,No,14,3,1
29.0,Yes,Travel_Frequently,Research & Development,14.0,Other,3,Female,3,3,Healthcare Representative,4.0,7553.0,0,Yes,12,3,8
28.0,Yes,Travel_Rarely,Research & Development,17.0,Technical Degree,3,Male,2,1,Laboratory Technician,4.0,2367.0,5,No,12,3,4
34.0,No,Travel_Rarely,Research & Development,8.0,Medical,2,Female,3,2,Healthcare Representative,3.0,6142.0,3,No,11,3,5
45.0,No,Non-Travel,Sales,26.0,Marketing,1,Male,2,2,Sales Executive,1.0,4385.0,1,No,15,3,10
40.0,No,Travel_Frequently,Research & Development,26.0,Medical,3,Female,2,2,Research Scientist,4.0,4422.0,3,Yes,13,3,1
35.0,No,Travel_Rarely,Sales,18.0,Medical,2,Male,3,2,Sales Executive,1.0,5561.0,0,No,16,3,5
26.0,No,Travel_Rarely,Sales,29.0,Medical,1,Male,3,2,Sales Executive,3.0,4306.0,5,No,12,3,0
34.0,Yes,,,9.0,Technical Degree,1,Female,3,1,Human Resources,3.0,2742.0,1,No,15,3,2
45.0,Yes,Travel_Frequently,Sales,26.0,Life Sciences,1,Female,3,2,Sales Executive,1.0,4286.0,2,No,14,3,1
,Yes,Travel_Rarely,Research & Development,2.0,Medical,3,Male,3,2,Manufacturing Director,2.0,4855.0,4,No,11,3,5
37.0,Yes,Travel_Frequently,Research & Development,10.0,Medical,1,Male,3,3,Manufacturing Director,3.0,10048.0,6,No,11,3,1
30.0,No,Travel_Rarely,Sales,29.0,Technical Degree,3,Male,3,3,Sales Executive,2.0,9250.0,3,No,12,3,4
,Yes,Travel_Rarely,Research & Development,12.0,Life Sciences,3,Female,3,1,Laboratory Technician,4.0,2515.0,1,Yes,11,3,1
31.0,No,Travel_Rarely,Sales,10.0,Medical,3,Female,3,2,Sales Executive,4.0,6583.0,2,Yes,11,3,5
18.0,Yes,Travel_Frequently,Sales,5.0,Marketing,2,Male,3,1,Sales Representative,2.0,1878.0,1,Yes,14,3,0
33.0,No,Non-Travel,Research & Development,4.0,Technical Degree,4,Male,3,2,Research Scientist,2.0,3055.0,5,No,15,3,9
35.0,No,Travel_Rarely,Sales,2.0,Marketing,4,Female,3,1,Sales Representative,4.0,2014.0,1,No,13,3,2
32.0,No,Travel_Rarely,Sales,19.0,Life Sciences,4,Male,1,3,Sales Executive,,,3,No,13,3,4
53.0,Yes,Travel_Rarely,Sales,24.0,Life Sciences,1,Male,3,3,Sales Executive,1.0,10448.0,6,Yes,13,3,2
45.0,No,Travel_Rarely,Research & Development,5.0,Medical,3,Female,1,2,Laboratory Technician,1.0,5769.0,1,Yes,14,3,10
31.0,No,,Sales,5.0,Marketing,4,Female,3,1,Sales Representative,2.0,2789.0,1,No,11,3,2
28.0,Yes,Travel_Rarely,Sales,13.0,Marketing,4,Female,3,2,Sales Executive,3.0,9854.0,3,Yes,11,3,2
35.0,No,Travel_Rarely,Research & Development,1.0,Medical,2,Male,2,1,Research Scientist,3.0,2859.0,1,No,18,3,6
29.0,No,Travel_Rarely,Research & Development,9.0,Other,2,Male,2,1,Laboratory Technician,,3983.0,0,No,17,3,3
33.0,Yes,Travel_Rarely,Sales,9.0,Marketing,1,Female,3,2,Sales Executive,1.0,,0,Yes,17,3,5
,No,Travel_Rarely,Sales,3.0,Life Sciences,3,Female,2,2,Sales Executive,4.0,5171.0,5,No,17,3,6
,Yes,Travel_Frequently,Research & Development,9.0,Medical,2,Male,3,1,Laboratory Technician,1.0,3172.0,2,Yes,11,3,0
33.0,No,Travel_Frequently,Sales,25.0,Medical,2,Female,3,2,Sales Executive,3.0,4539.0,1,No,12,3,10
32.0,No,Travel_Rarely,Research & Development,5.0,Other,2,Female,4,1,Research Scientist,4.0,3312.0,3,No,17,3,3
34.0,Yes,Travel_Rarely,Research & Development,6.0,Medical,2,Male,3,1,Research Scientist,1.0,2960.0,2,No,11,3,4
29.0,Yes,Travel_Rarely,Sales,,Marketing,2,Female,1,1,Sales Representative,2.0,2760.0,1,No,13,3,2
32.0,Yes,Travel_Rarely,Sales,2.0,Marketing,3,Male,2,2,Sales Executive,,9907.0,7,Yes,12,3,2
41.0,No,Travel_Frequently,Sales,1.0,Marketing,3,Female,3,2,Sales Executive,1.0,4103.0,0,No,17,3,9
33.0,Yes,Travel_Rarely,Research & Development,15.0,Medical,2,Male,3,3,Manager,3.0,13610.0,7,Yes,12,3,7
29.0,No,Travel_Rarely,Sales,19.0,Life Sciences,3,Male,2,2,Sales Executive,3.0,8620.0,1,No,14,3,10
28.0,Yes,Travel_Frequently,Sales,1.0,Technical Degree,1,Male,3,1,Sales Representative,3.0,2909.0,3,No,15,3,3
34.0,Yes,Travel_Rarely,Human Resources,9.0,Technical Degree,1,Female,3,1,Human Resources,3.0,2742.0,1,No,15,3,2
34.0,Yes,Travel_Frequently,Research & Development,9.0,Life Sciences,4,Male,3,2,Laboratory Technician,1.0,5346.0,4,No,17,3,7
35.0,No,Travel_Rarely,Sales,7.0,Life Sciences,4,Male,3,1,Sales Representative,3.0,,1,No,13,3,1
36.0,No,Travel_Rarely,Research & Development,1.0,Other,3,Female,3,2,Manufacturing Director,2.0,5228.0,0,No,15,3,9
38.0,No,Travel_Rarely,Sales,,Life Sciences,1,Female,3,2,Sales Executive,4.0,5343.0,1,No,11,3,10
32.0,Yes,Non-Travel,Sales,11.0,Other,4,Male,4,2,Sales Executive,3.0,4707.0,8,No,12,3,4
46.0,No,Travel_Rarely,Research & Development,7.0,Medical,4,Male,3,3,Manufacturing Director,3.0,10845.0,6,No,13,3,8
36.0,No,Travel_Rarely,Sales,3.0,Marketing,1,Female,3,2,Sales Executive,2.0,9278.0,3,Yes,16,3,5
31.0,Yes,Travel_Frequently,Sales,2.0,Life Sciences,3,Female,2,1,Sales Representative,4.0,2785.0,7,No,14,3,1
18.0,Yes,Travel_Frequently,Sales,,Medical,2,Female,3,1,Sales Representative,4.0,1569.0,1,Yes,12,3,0
,No,Travel_Rarely,,4.0,Medical,1,Male,4,1,Research Scientist,1.0,,2,No,16,3,3
27.0,Yes,Travel_Rarely,Sales,,Marketing,3,Male,3,1,Sales Representative,1.0,3041.0,0,No,11,3,4
22.0,Yes,Travel_Rarely,Research & Development,8.0,Medical,3,Female,3,1,Laboratory Technician,1.0,,1,Yes,17,3,1
20.0,Yes,Travel_Frequently,Research & Development,6.0,Life Sciences,4,Female,2,1,Laboratory Technician,4.0,2926.0,1,Yes,18,3,1
27.0,Yes,,Human Resources,22.0,Human Resources,1,Female,2,1,Human Resources,2.0,2863.0,1,No,12,3,1
33.0,Yes,Travel_Rarely,Sales,9.0,Marketing,1,Female,3,2,Sales Executive,1.0,8224.0,0,Yes,17,3,5
32.0,Yes,Non-Travel,Sales,11.0,Other,4,Male,4,2,Sales Executive,3.0,4707.0,8,No,12,3,4
35.0,Yes,Travel_Rarely,Sales,15.0,Medical,1,Male,1,2,Sales Executive,4.0,5440.0,6,Yes,14,3,2
36.0,No,Non-Travel,Research & Development,,Medical,4,Female,2,2,Manufacturing Director,3.0,,0,No,15,3,3
33.0,No,Travel_Frequently,Sales,10.0,Marketing,2,Male,2,2,Sales Executive,4.0,,3,No,14,3,7
32.0,Yes,Travel_Rarely,Sales,4.0,Medical,4,Male,1,3,Sales Executive,4.0,,1,No,11,3,14
35.0,Yes,Travel_Rarely,Research & Development,2.0,Life Sciences,1,Female,3,1,Laboratory Technician,1.0,,1,Yes,12,3,1
38.0,No,Travel_Frequently,Research & Development,2.0,Medical,3,Female,2,1,Laboratory Technician,2.0,2468.0,4,No,14,3,6
55.0,Yes,Travel_Rarely,Sales,,Medical,3,Male,3,2,Sales Executive,4.0,,4,No,16,3,9
,Yes,,,,Life Sciences,1,Male,3,3,Healthcare Representative,3.0,9824.0,3,No,12,3,1
40.0,No,Travel_Rarely,Research & Development,8.0,Life Sciences,2,Female,3,2,Manufacturing Director,1.0,6516.0,2,Yes,16,3,1
31.0,No,Travel_Rarely,Sales,5.0,Life Sciences,1,Female,3,2,Sales Executive,4.0,5476.0,1,No,11,3,10
45.0,No,,Research & Development,4.0,Life Sciences,3,Male,3,2,Laboratory Technician,2.0,4447.0,1,No,12,3,9
35.0,No,Travel_Frequently,Research & Development,,Medical,2,Male,3,1,Research Scientist,1.0,2194.0,4,No,13,3,3
40.0,No,Travel_Rarely,Sales,10.0,Marketing,1,Male,2,3,Sales Executive,2.0,9705.0,2,No,12,3,1
29.0,Yes,Travel_Rarely,Research & Development,1.0,Technical Degree,3,Male,3,1,Research Scientist,3.0,2058.0,0,No,14,3,6
33.0,No,Travel_Frequently,Sales,1.0,Life Sciences,3,Female,4,2,Sales Executive,1.0,5376.0,2,No,19,3,5
53.0,No,Travel_Rarely,,8.0,Marketing,1,Male,3,4,Sales Executive,4.0,,5,No,14,3,2
27.0,No,Non-Travel,Research & Development,3.0,Medical,3,Male,2,1,Research Scientist,3.0,2566.0,1,Yes,15,3,1
35.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,4,Female,4,1,Research Scientist,3.0,2506.0,3,No,13,3,2
33.0,Yes,Travel_Rarely,Sales,9.0,Marketing,1,Female,3,2,Sales Executive,1.0,8224.0,0,Yes,17,3,5
42.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,3,Female,3,2,Healthcare Representative,4.0,4089.0,1,No,13,3,10
56.0,Yes,Travel_Rarely,Research & Development,7.0,Technical Degree,4,Male,3,1,Laboratory Technician,3.0,2339.0,8,No,11,3,10
31.0,Yes,Travel_Frequently,Research & Development,29.0,Medical,3,Male,2,1,Laboratory Technician,2.0,3479.0,0,No,11,3,5
31.0,Yes,Travel_Rarely,Research & Development,22.0,Medical,4,Male,3,2,Manufacturing Director,3.0,6179.0,1,Yes,15,3,10
51.0,No,Travel_Rarely,Research & Development,11.0,Technical Degree,4,Female,2,4,Manufacturing Director,2.0,13142.0,3,No,16,3,5
44.0,No,Non-Travel,Research & Development,,Medical,1,Male,1,1,Laboratory Technician,3.0,3708.0,2,No,14,3,5
51.0,No,Travel_Rarely,Sales,14.0,Life Sciences,3,Female,3,2,Sales Executive,4.0,,4,No,11,3,7
23.0,No,,Research & Development,12.0,Other,4,Male,3,1,Laboratory Technician,4.0,2647.0,1,No,13,3,5
26.0,Yes,,Research & Development,2.0,Life Sciences,1,Male,3,1,Research Scientist,1.0,2042.0,6,Yes,14,3,3
20.0,Yes,Travel_Rarely,Research & Development,10.0,Medical,4,Male,3,1,Research Scientist,3.0,1009.0,1,Yes,11,3,1
,Yes,Travel_Frequently,Research & Development,1.0,Medical,3,Male,3,1,Research Scientist,2.0,2342.0,1,Yes,12,3,5
,No,Travel_Frequently,Sales,7.0,Marketing,1,Female,4,2,Sales Executive,1.0,4639.0,2,No,16,3,15
31.0,No,Travel_Frequently,,2.0,Other,4,Male,3,2,Sales Executive,1.0,5332.0,7,No,13,3,5
27.0,Yes,Travel_Rarely,Sales,2.0,Marketing,3,Male,3,1,Sales Representative,1.0,3041.0,0,No,11,3,4
30.0,Yes,Travel_Frequently,Sales,12.0,Life Sciences,2,Male,2,1,Sales Representative,1.0,2033.0,1,No,18,3,1
37.0,No,Non-Travel,Research & Development,,Medical,2,Female,3,2,Research Scientist,3.0,4449.0,3,Yes,15,3,13
40.0,No,Travel_Rarely,Sales,2.0,Marketing,4,Female,3,2,Sales Executive,2.0,5715.0,7,No,12,3,5
28.0,Yes,Travel_Rarely,Research & Development,2.0,Medical,1,Male,1,1,Research Scientist,4.0,3464.0,5,Yes,13,3,3
35.0,Yes,Travel_Rarely,Research & Development,23.0,Life Sciences,2,Male,2,2,Manufacturing Director,3.0,5916.0,3,Yes,13,3,1
27.0,No,Travel_Rarely,,11.0,Life Sciences,2,Male,3,1,Laboratory Technician,1.0,2099.0,0,No,14,3,5
30.0,Yes,Travel_Rarely,Sales,9.0,Medical,2,Male,3,1,Sales Representative,4.0,1081.0,1,No,13,3,1
35.0,No,Travel_Frequently,Sales,1.0,Marketing,3,Female,3,3,Sales Executive,3.0,8789.0,1,No,14,3,10
43.0,No,Travel_Rarely,Human Resources,2.0,Life Sciences,2,Male,3,1,Human Resources,4.0,3539.0,0,No,13,3,9
37.0,Yes,Travel_Rarely,Sales,1.0,Life Sciences,1,Male,2,3,Sales Executive,3.0,10609.0,5,No,11,3,14
26.0,Yes,,Research & Development,16.0,Medical,1,Male,3,1,Laboratory Technician,2.0,2373.0,2,Yes,13,3,3
29.0,Yes,Travel_Rarely,Human Resources,13.0,Human Resources,1,Male,2,1,Human Resources,1.0,2335.0,4,Yes,15,3,2
26.0,No,Travel_Rarely,Sales,10.0,Medical,3,Male,3,2,Sales Executive,4.0,4684.0,1,No,13,3,5
45.0,No,Travel_Rarely,Research & Development,1.0,Medical,4,Female,3,1,Laboratory Technician,4.0,2270.0,3,No,14,3,5
35.0,No,Travel_Rarely,Research & Development,16.0,Medical,1,Male,4,1,Laboratory Technician,2.0,2426.0,0,No,13,3,5
46.0,Yes,Travel_Rarely,,9.0,Marketing,1,Male,3,3,Sales Executive,4.0,10096.0,4,No,11,3,7
31.0,Yes,Travel_Rarely,Research & Development,8.0,Life Sciences,1,Female,2,1,Research Scientist,2.0,1261.0,1,No,12,3,1
36.0,Yes,Travel_Rarely,Research & Development,16.0,Life Sciences,3,Female,4,1,Laboratory Technician,1.0,2743.0,1,No,16,3,17
41.0,No,Travel_Rarely,Sales,1.0,Marketing,2,Male,4,3,Sales Executive,1.0,8392.0,1,No,16,3,10
,Yes,Non-Travel,Research & Development,24.0,Technical Degree,2,Male,2,3,Healthcare Representative,1.0,8722.0,1,No,12,3,10
55.0,No,Travel_Rarely,Research & Development,20.0,Technical Degree,2,Male,3,2,Laboratory Technician,4.0,5415.0,3,Yes,19,3,10
39.0,Yes,Travel_Frequently,Research & Development,2.0,Life Sciences,1,Male,3,4,Healthcare Representative,4.0,12169.0,7,No,11,3,18
36.0,No,Travel_Rarely,Research & Development,9.0,Medical,2,Male,2,2,Manufacturing Director,2.0,8847.0,2,Yes,11,3,3
29.0,No,Travel_Rarely,Research & Development,3.0,Medical,2,Male,2,3,Research Director,3.0,11935.0,1,No,18,3,10
53.0,No,Travel_Rarely,Research & Development,6.0,Life Sciences,4,Male,3,2,Laboratory Technician,4.0,2450.0,2,No,17,3,2
30.0,No,Travel_Rarely,Research & Development,5.0,Technical Degree,4,Female,3,1,Research Scientist,1.0,3204.0,5,No,14,3,3
33.0,Yes,Travel_Rarely,Research & Development,15.0,Medical,2,Male,3,3,Manager,3.0,13610.0,7,Yes,12,3,7
18.0,Yes,Travel_Rarely,,,Life Sciences,3,Male,3,1,Laboratory Technician,3.0,1420.0,1,No,13,3,0
48.0,No,Travel_Rarely,Research & Development,2.0,Technical Degree,4,Male,4,1,Laboratory Technician,2.0,2559.0,5,No,11,3,1
23.0,Yes,Travel_Frequently,Sales,9.0,Marketing,4,Male,3,1,Sales Representative,1.0,1790.0,1,No,19,3,1
,No,Travel_Rarely,Research & Development,1.0,Life Sciences,1,Male,3,2,Healthcare Representative,1.0,5373.0,0,No,12,3,5
47.0,No,Travel_Rarely,Research & Development,1.0,Technical Degree,1,Male,3,1,Research Scientist,4.0,3420.0,7,No,12,3,6
42.0,No,Travel_Rarely,Research & Development,29.0,Life Sciences,2,Male,3,2,Manufacturing Director,2.0,4434.0,1,No,13,3,9
,Yes,Travel_Rarely,Research & Development,12.0,Life Sciences,3,Female,3,1,Laboratory Technician,4.0,2515.0,1,Yes,11,3,1
29.0,Yes,Travel_Rarely,Research & Development,8.0,Other,2,Male,1,1,Laboratory Technician,1.0,2119.0,1,Yes,11,3,7
27.0,Yes,Travel_Rarely,Sales,2.0,Marketing,3,Male,3,1,Sales Representative,1.0,3041.0,0,No,11,3,4
29.0,Yes,Travel_Rarely,Sales,23.0,Life Sciences,4,Female,2,3,Sales Executive,1.0,7336.0,1,No,13,3,11
,Yes,Travel_Rarely,Sales,1.0,Life Sciences,2,Male,2,2,Sales Executive,1.0,9714.0,1,No,11,3,10
59.0,No,Travel_Rarely,Human Resources,,Medical,2,Male,3,1,Human Resources,3.0,2267.0,8,No,17,3,2
,Yes,Travel_Rarely,Sales,11.0,Marketing,3,Female,3,3,Sales Executive,4.0,7654.0,1,No,18,3,9
44.0,No,Travel_Frequently,Research & Development,2.0,Medical,2,Male,3,3,Manufacturing Director,3.0,10209.0,5,Yes,18,3,2
42.0,No,,Research & Development,29.0,Life Sciences,1,Female,3,2,Research Scientist,3.0,4556.0,2,No,11,3,5
34.0,No,Travel_Rarely,Sales,13.0,Medical,4,Male,3,3,Sales Executive,3.0,8628.0,1,No,18,3,8
33.0,No,Travel_Rarely,Human Resources,2.0,Human Resources,2,Male,3,1,Human Resources,3.0,3600.0,1,No,13,3,5
27.0,Yes,Travel_Rarely,Sales,2.0,Marketing,3,Male,3,1,Sales Representative,1.0,3041.0,0,No,11,3,4
52.0,No,Travel_Rarely,Research & Development,6.0,Technical Degree,4,Male,3,2,Research Scientist,1.0,5577.0,3,Yes,12,3,10
50.0,Yes,Travel_Frequently,Sales,8.0,Technical Degree,2,Male,3,2,Sales Executive,3.0,6796.0,3,Yes,14,3,4
31.0,Yes,Travel_Frequently,Research & Development,1.0,Life Sciences,3,Female,4,3,Manufacturing Director,2.0,7446.0,1,No,11,3,10
35.0,No,Travel_Rarely,Research & Development,25.0,Medical,3,Female,3,3,Healthcare Representative,3.0,10388.0,1,Yes,11,3,16
30.0,Yes,Travel_Rarely,Research & Development,,Technical Degree,4,Female,3,1,Research Scientist,1.0,2657.0,5,Yes,11,3,5
29.0,No,Travel_Rarely,Research & Development,,Medical,2,Male,2,2,Manufacturing Director,4.0,5056.0,1,Yes,15,3,10
34.0,Yes,Travel_Frequently,Research & Development,9.0,Life Sciences,4,Male,3,2,Laboratory Technician,1.0,5346.0,4,No,17,3,7
