Individual ,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age1,MonthlyIncome1
Ind309,No,58,3,390,2,1,4,1,1,422,4,1,32,1,2,5,3,3,5660,17056,2,1,13,3,4,80,1,12,2,3,5,3,1,2,38.6,12199.210534475214
Ind310,No,31,1,691,2,5,4,4,1,423,3,1,86,3,1,2,4,2,4821,10077,0,1,12,3,3,80,1,6,4,3,5,2,0,3,35.1,11060.061067300057
Ind311,No,31,1,106,3,2,3,5,1,424,1,1,62,2,2,9,1,2,6410,17822,3,2,12,3,4,80,0,9,1,3,2,2,1,0,31.5,11363.107840854127
Ind312,No,45,2,1249,2,7,3,1,1,425,1,1,97,3,3,3,1,3,5210,20308,1,2,18,3,1,80,1,24,2,3,24,9,9,11,39.5,11758.853149714876
Ind313,No,31,1,192,2,2,4,1,1,426,3,1,32,3,1,2,4,3,2695,7747,0,1,18,3,2,80,1,3,2,1,2,2,2,2,33.6,13789.355984920234
Ind314,No,33,2,553,2,5,4,1,1,428,4,2,74,3,3,6,2,2,11878,23364,6,2,11,3,2,80,2,12,2,3,10,6,8,8,30.4,10491.494107688888
Ind315,No,39,1,117,2,10,1,2,1,429,3,1,99,3,4,6,1,2,17068,5355,1,1,14,3,4,80,0,21,3,3,21,9,11,10,30.7,9632.656011662453
Ind316,No,43,2,185,2,10,4,1,1,430,3,2,33,3,1,3,4,1,2455,10675,0,2,19,3,1,80,0,9,5,3,8,7,1,7,40.2,9803.896453879817
Ind317,No,49,1,1091,2,1,2,4,1,431,3,2,90,2,4,5,3,1,13964,17810,7,1,12,3,4,80,0,25,2,3,7,1,0,7,34.7,12491.472873873621
Ind318,Yes,52,1,723,2,8,4,2,1,433,3,1,85,2,2,2,2,2,4941,17747,2,2,15,3,1,80,0,11,3,2,8,2,7,7,35.5,12541.291646113728
Ind319,No,27,1,1220,2,5,3,1,1,434,3,2,85,3,1,2,2,1,2478,20938,1,1,12,3,2,80,0,4,2,2,4,3,1,2,37.0,13593.97037926679
Ind320,No,32,1,588,1,8,2,4,1,436,3,2,65,2,2,1,2,2,5228,24624,1,1,11,3,4,80,0,13,2,3,13,12,11,9,37.8,13462.968225676077
Ind321,No,27,1,1377,1,2,3,1,1,437,4,1,74,3,2,1,3,1,4478,5242,1,1,11,3,1,80,0,5,3,3,5,4,0,4,41.3,11609.522799061506
Ind322,No,31,1,691,1,7,3,3,1,438,4,1,73,3,2,1,4,3,7547,7143,4,2,12,3,4,80,3,13,3,3,7,7,1,7,38.6,14174.832425603348
Ind323,No,32,1,1018,2,2,4,2,1,439,1,2,74,4,2,2,4,1,5055,10557,7,2,16,3,3,80,0,10,0,2,7,7,0,7,32.1,11893.50679765926
Ind324,Yes,28,1,1157,2,2,4,2,1,440,1,1,84,1,1,2,4,2,3464,24737,5,1,13,3,4,80,0,5,4,2,3,2,2,2,44.7,10446.217440995139
Ind325,No,30,1,1275,2,28,2,2,1,441,4,2,64,3,2,2,4,2,5775,11934,1,2,13,3,4,80,2,11,2,3,10,8,1,9,31.4,15510.852259393854
Ind326,No,31,2,798,2,7,2,1,1,442,3,2,48,2,3,4,3,2,8943,14034,1,2,24,4,1,80,1,10,2,3,10,9,8,9,33.5,17722.73105638398
Ind327,No,39,2,672,2,7,2,2,1,444,3,1,54,2,5,6,4,2,19272,21141,1,2,15,3,1,80,1,21,2,3,21,9,13,3,35.1,12996.20323704691
Ind328,Yes,39,1,1162,1,3,2,2,1,445,4,2,41,3,2,1,3,2,5238,17778,4,1,18,3,1,80,0,12,3,2,1,0,0,0,34.2,15151.455585780568
Ind329,No,33,2,508,1,10,3,3,1,446,2,1,46,2,2,1,4,1,4682,4317,3,2,14,3,3,80,0,9,6,2,7,7,0,1,33.8,9933.997529548573
Ind330,No,47,1,1482,2,5,5,1,1,447,4,1,42,3,5,8,3,2,18300,16375,4,2,11,3,2,80,1,21,2,3,3,2,1,1,32.0,10505.974131285193
Ind331,No,43,2,559,2,10,4,1,1,448,3,2,82,2,2,3,3,3,5257,6227,1,2,11,3,2,80,1,9,3,4,9,7,0,0,37.2,9240.880326695991
Ind332,No,27,3,210,1,1,1,3,1,449,3,1,73,3,2,1,2,2,6349,22107,0,1,13,3,4,80,1,6,0,3,5,4,1,4,35.7,12206.617830882176
Ind333,No,54,2,928,2,20,4,1,1,450,4,2,31,3,2,2,3,1,4869,16885,3,2,12,3,4,80,0,20,4,2,4,3,0,3,28.9,9573.215129704038
Ind334,No,43,1,1001,2,7,3,1,1,451,3,2,43,3,3,5,1,2,9985,9262,8,2,16,3,1,80,1,10,1,2,1,0,0,0,32.9,11523.29633327305
Ind335,No,45,1,549,2,8,4,6,1,452,4,1,75,3,2,2,4,2,3697,9278,9,2,14,3,1,80,2,12,3,3,10,9,9,8,35.5,15831.429532928936
Ind336,No,40,1,1124,1,1,2,2,1,453,2,1,57,1,2,1,4,2,7457,13273,2,1,22,4,3,80,3,6,2,2,4,3,0,2,35.6,13117.347813737877
Ind337,Yes,29,1,318,2,8,4,6,1,454,2,1,77,1,1,3,1,2,2119,4759,1,1,11,3,4,80,0,7,4,2,7,7,0,7,29.0,13429.0768938285
Ind338,No,29,1,738,2,9,5,6,1,455,2,1,30,2,1,3,4,1,3983,7621,0,2,17,3,3,80,0,4,2,3,3,2,2,2,33.0,15686.044945431646
Ind339,No,30,1,570,1,5,3,3,1,456,4,2,30,2,2,1,3,3,6118,5431,1,2,13,3,3,80,3,10,2,3,10,9,1,2,32.6,10505.041820126957
Ind340,No,27,1,1130,1,8,4,3,1,458,2,2,56,3,2,1,2,2,6214,3415,1,2,18,3,1,80,1,8,3,3,8,7,0,7,40.8,9306.801268409421
Ind341,No,37,1,1192,2,5,2,2,1,460,4,1,61,3,2,4,4,3,6347,23177,7,2,16,3,3,80,2,8,2,2,6,2,0,4,32.0,10623.088511351634
Ind342,No,38,1,343,2,15,2,1,1,461,3,1,92,2,3,8,4,3,11510,15682,0,1,14,3,2,80,1,12,3,3,11,10,2,9,35.1,13836.741658403778
Ind343,No,31,1,1232,2,7,4,2,1,462,3,2,39,3,3,4,4,1,7143,25713,1,1,14,3,3,80,0,11,2,2,11,9,4,10,31.9,12683.550236151132
Ind344,No,29,1,144,1,10,1,3,1,463,4,2,39,2,2,1,2,3,8268,11866,1,1,14,3,1,80,2,7,2,3,7,7,1,7,33.7,15081.26558777784
Ind345,No,35,1,1296,2,5,4,4,1,464,3,1,62,3,3,4,2,1,8095,18264,0,2,13,3,4,80,0,17,5,3,16,6,0,13,35.7,8571.704350371427
Ind346,No,23,1,1309,2,26,1,1,1,465,3,1,83,3,1,2,4,3,2904,16092,1,2,12,3,3,80,2,4,2,2,4,2,0,2,38.9,11908.173875624343
Ind347,No,41,1,483,2,6,3,2,1,466,4,1,95,2,2,4,2,1,6032,10110,6,1,15,3,4,80,0,8,3,3,5,4,1,2,40.9,13271.558348197632
Ind348,No,47,2,1309,1,4,1,2,1,467,2,1,99,3,2,7,3,1,2976,25751,3,2,19,3,1,80,0,5,3,3,0,0,0,0,39.2,13127.631587083959
Ind349,No,42,1,810,2,23,5,1,1,468,1,2,44,3,4,8,4,1,15992,15901,2,2,14,3,2,80,0,16,2,3,1,0,0,0,30.1,9580.433321114375
Ind350,No,29,3,746,1,2,3,1,1,469,4,1,61,3,2,1,3,2,4649,16928,1,2,14,3,1,80,1,4,3,2,4,3,0,2,33.1,10713.474666463415
Ind351,No,42,1,544,3,2,1,4,1,470,3,1,52,3,1,9,3,3,2696,24017,0,1,11,3,3,80,1,4,5,3,3,2,1,0,30.8,14963.289433771335
Ind352,No,32,1,1062,2,2,3,2,1,471,3,2,75,3,1,3,2,2,2370,3956,1,2,13,3,3,80,1,8,4,3,8,0,0,7,37.8,15562.519944879154
Ind353,No,48,1,530,1,29,1,2,1,473,1,2,91,3,3,6,3,2,12504,23978,3,2,21,4,2,80,1,15,3,1,0,0,0,0,32.8,11461.252373327985
Ind354,No,37,1,1319,2,6,3,2,1,474,3,1,51,4,2,2,1,3,5974,17001,4,1,13,3,1,80,2,13,2,3,7,7,6,7,30.6,10202.563167866781
Ind355,No,30,3,641,1,25,2,4,1,475,4,2,85,3,2,1,3,2,4736,6069,7,1,12,3,2,80,1,4,2,4,2,2,2,2,37.8,11683.985169099593
Ind356,No,26,1,933,1,1,3,1,1,476,3,1,57,3,2,1,3,2,5296,20156,1,2,17,3,2,80,1,8,3,3,8,7,7,7,38.5,10100.362157352933
Ind357,No,42,1,1332,2,2,4,6,1,477,1,1,98,2,2,5,4,1,6781,17078,3,2,23,4,2,80,0,14,6,3,1,0,0,0,36.1,14176.876324617428
Ind358,Yes,21,2,756,1,1,1,4,1,478,1,2,99,2,1,7,2,1,2174,9150,1,1,11,3,3,80,0,3,3,3,3,2,1,2,31.6,14583.632100167753
Ind359,No,36,3,845,1,1,5,2,1,479,4,2,45,3,2,1,4,1,6653,15276,4,2,15,3,2,80,0,7,6,3,1,0,0,0,23.4,13008.156962180647
Ind360,No,36,2,541,1,3,4,2,1,481,1,1,48,2,3,1,4,2,9699,7246,4,2,11,3,1,80,1,16,2,3,13,9,1,12,34.8,13801.277381439277
Ind361,No,57,1,593,2,1,4,2,1,482,4,1,88,3,2,5,3,2,6755,2967,2,2,11,3,3,80,0,15,2,3,3,2,1,2,33.3,9957.317644364057
Ind362,No,40,1,1171,2,10,4,1,1,483,4,2,46,4,1,3,3,2,2213,22495,3,1,13,3,3,80,1,10,3,3,7,7,1,7,37.8,11283.983048754357
Ind363,No,21,3,895,1,9,2,2,1,484,1,1,39,3,1,7,4,1,2610,2851,1,2,24,4,3,80,0,3,3,2,3,2,2,2,31.7,12334.18035847243
Ind364,Yes,33,1,350,1,5,3,3,1,485,4,2,34,3,1,7,3,1,2851,9150,1,1,13,3,2,80,0,1,2,3,1,0,0,0,34.7,13452.036666510461
Ind365,No,37,1,921,2,10,3,2,1,486,3,2,98,3,1,3,1,2,3452,17663,6,2,20,4,2,80,1,17,3,3,5,4,0,3,37.6,12452.663777189524
Ind366,No,46,3,1144,2,7,4,2,1,487,3,2,30,3,2,4,3,2,5258,16044,2,2,14,3,3,80,0,7,2,4,1,0,0,0,33.5,9383.983105529052
Ind367,Yes,41,2,143,1,4,3,3,1,488,1,1,56,3,2,1,2,1,9355,9558,1,2,18,3,3,80,0,8,5,3,8,7,7,7,34.5,13488.063473238124
Ind368,No,50,1,1046,2,10,3,4,1,491,4,1,100,2,3,5,4,1,10496,2755,6,2,15,3,4,80,0,20,2,3,4,3,1,3,34.3,12517.08123750485
Ind369,Yes,40,1,575,1,22,2,3,1,492,3,1,68,2,2,1,3,2,6380,6110,2,1,12,3,1,80,2,8,6,3,6,4,1,0,30.7,17122.523077595455
Ind370,No,31,1,408,2,9,4,1,1,493,3,1,42,2,1,2,2,1,2657,7551,0,1,16,3,4,80,0,3,5,3,2,2,2,2,32.5,14082.533785560456
Ind371,Yes,21,1,156,1,12,3,1,1,494,3,2,90,4,1,7,2,1,2716,25422,1,2,15,3,4,80,0,1,0,3,1,0,0,0,34.3,14498.036028251074
Ind372,No,29,1,1283,2,23,3,1,1,495,4,1,54,3,1,2,4,1,2201,18168,9,2,16,3,4,80,0,6,4,3,3,2,1,2,38.6,11657.509163755185
Ind373,No,35,1,755,2,9,4,1,1,496,3,1,97,2,2,5,2,1,6540,19394,9,2,19,3,3,80,0,10,5,3,1,1,0,0,31.8,14717.510382837889
Ind374,No,27,1,1469,2,1,2,2,1,497,4,1,82,3,1,3,2,3,3816,17881,1,2,11,3,2,80,1,5,2,3,5,2,0,4,28.5,14440.042951000087
Ind375,No,28,1,304,1,9,4,1,1,498,2,1,92,3,2,1,4,1,5253,20750,1,2,16,3,4,80,0,7,1,3,7,5,0,7,33.6,11680.160928425677
Ind376,No,49,1,1261,2,7,3,6,1,499,2,1,31,2,3,5,3,1,10965,12066,8,2,24,4,3,80,0,26,2,3,5,2,0,0,35.9,10634.800403868334
Ind377,No,51,1,1178,1,14,2,1,1,500,3,2,87,3,2,1,4,2,4936,14862,4,2,11,3,3,80,1,18,2,2,7,7,0,7,31.8,13045.474106872021
Ind378,No,36,1,329,2,2,3,1,1,501,4,2,96,3,1,2,3,2,2543,11868,4,2,13,3,2,80,1,6,3,3,2,2,2,2,42.1,13200.333653196263
Ind379,Yes,34,3,1362,1,19,3,3,1,502,1,1,67,4,2,1,4,1,5304,4652,8,1,13,3,2,80,0,9,3,2,5,2,0,4,35.0,14825.18931189744
Ind380,No,55,1,1311,2,2,3,1,1,505,3,2,97,3,4,6,4,1,16659,23258,2,1,13,3,3,80,0,30,2,3,5,4,1,2,35.1,12051.855666502322
Ind381,No,24,1,1371,1,10,4,3,1,507,4,2,77,3,2,1,3,3,4260,5915,1,1,12,3,4,80,1,5,2,4,5,2,0,3,30.2,8295.554386130598
Ind382,No,30,1,202,1,2,1,4,1,508,3,1,72,3,1,7,2,2,2476,17434,1,2,18,3,1,80,1,1,3,3,1,0,0,0,43.1,9893.174829364785
Ind383,Yes,26,2,575,2,3,1,4,1,510,3,1,73,3,1,2,1,1,3102,6582,0,2,22,4,3,80,0,7,2,3,6,4,0,4,36.2,12772.731096648096
Ind384,No,22,1,253,2,11,3,2,1,511,1,2,43,3,1,2,2,2,2244,24440,1,2,13,3,4,80,1,2,1,3,2,1,1,2,34.8,12714.432139244853
Ind385,No,36,1,164,1,2,2,2,1,513,2,1,61,2,3,1,3,2,7596,3809,1,2,13,3,2,80,2,10,2,3,10,9,9,0,35.2,13484.548901885515
Ind386,Yes,30,2,464,2,4,3,4,1,514,3,1,40,3,1,2,4,1,2285,3427,9,1,23,4,3,80,0,3,4,3,1,0,0,0,50.7,11841.75607935479
Ind387,No,37,1,1107,2,14,3,1,1,515,4,2,95,3,1,3,1,3,3034,26914,1,2,12,3,3,80,1,18,2,2,18,7,12,17,41.7,13569.892285458289
Ind388,No,40,1,759,1,2,2,3,1,516,4,2,46,3,2,1,2,3,5715,22553,7,2,12,3,3,80,2,8,5,3,5,4,1,3,36.7,13309.341433871776
Ind389,No,42,1,201,2,1,4,1,1,517,2,2,95,3,1,3,1,3,2576,20490,3,2,16,3,2,80,1,8,5,3,5,2,1,2,33.5,13098.833554524454
Ind390,No,37,1,1305,2,10,4,1,1,518,3,1,49,3,2,4,2,1,4197,21123,2,1,12,3,4,80,0,18,2,2,1,0,0,1,38.7,13845.95004219075
Ind391,No,43,1,982,2,12,3,1,1,520,1,1,59,2,4,8,2,3,14336,4345,1,2,11,3,3,80,1,25,3,3,25,10,3,9,32.7,13213.076102550729
Ind392,No,40,1,555,2,2,3,2,1,521,2,2,78,2,2,3,3,2,3448,13436,6,2,22,4,2,80,1,20,3,3,1,0,0,0,36.7,12716.610812642642
Ind393,No,54,1,821,2,5,2,2,1,522,1,1,86,3,5,8,1,2,19406,8509,4,2,11,3,3,80,1,24,4,2,4,2,1,2,35.4,15180.910377985427
Ind394,No,34,3,1381,1,4,4,3,1,523,3,2,72,3,2,1,3,2,6538,12740,9,2,15,3,1,80,1,6,3,3,3,2,1,2,25.8,12957.634194211689
Ind395,No,31,1,480,2,7,2,2,1,524,2,2,31,3,2,4,1,2,4306,4156,1,2,12,3,2,80,1,13,5,1,13,10,3,12,33.0,12185.423923612445
Ind396,No,43,2,313,2,21,3,2,1,525,4,1,61,3,1,3,4,2,2258,15238,7,2,20,4,1,80,1,8,1,3,3,2,1,2,46.5,14087.63151698975
Ind397,No,43,1,1473,2,8,4,6,1,526,3,2,74,3,2,5,3,3,4522,2227,4,1,14,3,4,80,0,8,3,3,5,2,0,2,31.1,15955.170868959518
Ind398,No,25,1,891,1,4,2,1,1,527,2,2,99,2,2,1,4,1,4487,12090,1,1,11,3,2,80,0,5,3,3,5,4,1,3,44.7,14657.432444208993
Ind399,No,37,3,1063,2,25,5,2,1,529,2,2,72,3,2,2,3,2,4449,23866,3,1,15,3,1,80,2,15,2,3,13,11,10,7,40.4,12662.251213212725
Ind400,No,31,1,329,2,1,2,1,1,530,4,1,98,2,1,3,1,2,2218,16193,1,2,12,3,3,80,1,4,3,3,4,2,3,2,36.8,12151.93498634887
Ind401,No,39,2,1218,2,1,1,1,1,531,2,1,52,3,5,6,3,3,19197,8213,1,1,14,3,3,80,1,21,3,3,21,8,1,6,27.4,15530.349156805578
Ind402,No,56,2,906,1,6,3,1,1,532,3,2,86,4,4,1,1,2,13212,18256,9,2,11,3,4,80,3,36,0,2,7,7,7,7,41.6,10755.923512647725
Ind403,No,30,1,1082,1,12,3,4,1,533,2,2,83,3,2,1,3,1,6577,19558,0,2,11,3,2,80,0,6,6,3,5,4,4,4,39.9,11906.928052703546
Ind404,No,41,1,645,1,1,3,3,1,534,2,1,49,4,3,1,1,2,8392,19566,1,2,16,3,3,80,1,10,2,3,10,7,0,7,40.5,12438.398841744032
Ind405,No,28,1,1300,2,17,2,2,1,536,3,1,79,3,2,3,1,3,4558,13535,1,2,12,3,4,80,1,10,2,3,10,0,1,8,32.9,8170.802506805045
Ind406,Yes,25,1,688,2,3,3,2,1,538,1,1,91,3,1,3,1,2,4031,9396,5,2,13,3,3,80,1,6,5,3,2,2,0,2,35.1,11825.758940987049
Ind407,No,52,1,319,2,3,3,2,1,543,4,1,39,2,3,4,3,2,7969,19609,2,1,14,3,3,80,0,28,4,3,5,4,0,4,44.6,12855.786299815263
Ind408,No,45,1,192,2,10,2,1,1,544,1,1,69,3,1,2,4,2,2654,9655,3,2,21,4,4,80,2,8,3,2,2,2,0,2,40.8,13392.620760534126
Ind409,No,52,1,1490,2,4,2,1,1,546,4,2,30,3,4,6,4,2,16555,10310,2,2,13,3,4,80,0,31,2,1,5,2,1,4,38.7,16383.659676230842
Ind410,No,42,2,532,2,29,2,1,1,547,1,2,92,3,2,2,3,3,4556,12932,2,2,11,3,2,80,1,19,3,3,5,4,0,2,37.8,11033.414833049632
Ind411,No,30,1,317,2,2,3,1,1,548,3,2,43,1,2,4,4,1,6091,24793,2,2,20,4,3,80,0,11,2,3,5,4,0,2,35.5,9071.005812773035
Ind412,No,60,1,422,2,7,3,1,1,549,1,2,41,3,5,6,1,2,19566,3854,5,2,11,3,4,80,0,33,5,1,29,8,11,10,35.5,11055.066040962212
Ind413,No,46,1,1485,2,18,3,2,1,550,3,2,87,3,2,4,3,3,4810,26314,2,2,14,3,3,80,1,19,5,2,10,7,0,8,36.6,14505.388094360218
Ind414,No,42,2,1368,2,28,4,4,1,551,4,2,88,2,2,5,4,2,4523,4386,0,2,11,3,4,80,3,7,4,4,6,5,0,4,33.5,8289.717312198138
Ind415,Yes,24,1,1448,1,1,1,4,1,554,1,2,62,3,1,7,2,1,3202,21972,1,1,16,3,2,80,0,6,4,3,5,3,1,4,28.6,11512.971320250454
Ind416,Yes,34,2,296,1,6,2,3,1,555,4,2,33,1,1,7,3,3,2351,12253,0,2,16,3,4,80,1,3,3,2,2,2,1,0,30.9,13116.621859108696
Ind417,No,38,2,1490,2,2,2,1,1,556,4,1,42,3,1,3,4,2,1702,12106,1,1,23,4,3,80,1,1,3,3,1,0,0,0,28.4,17167.700360608273
Ind418,No,40,1,1398,1,2,4,1,1,558,3,2,79,3,5,6,3,2,18041,13022,0,2,14,3,4,80,0,21,2,3,20,15,1,12,32.6,9413.206213796395
Ind419,No,26,1,1349,2,23,3,1,1,560,1,2,90,3,1,2,4,3,2886,3032,1,2,22,4,2,80,2,3,3,1,3,2,0,2,30.0,14002.72462022142
Ind420,No,30,3,1400,2,3,3,1,1,562,3,1,53,3,1,3,4,2,2097,16734,4,2,15,3,3,80,1,9,3,1,5,3,1,4,36.2,11228.511240370302
Ind421,No,29,1,986,2,3,4,2,1,564,2,1,93,2,3,8,3,2,11935,21526,1,2,18,3,3,80,0,10,2,3,10,2,0,7,30.8,11053.770805868287
Ind422,Yes,29,1,408,2,25,5,4,1,565,3,2,71,2,1,2,2,2,2546,18300,5,2,16,3,2,80,0,6,2,4,2,2,1,1,31.3,6443.553331244657
Ind423,Yes,19,1,489,3,2,2,4,1,566,1,1,52,2,1,9,4,1,2564,18437,1,2,12,3,3,80,0,1,3,4,1,0,0,0,35.5,9001.103808480588
Ind424,No,30,3,1398,1,22,4,6,1,567,3,2,69,3,3,1,1,2,8412,2890,0,2,11,3,3,80,0,10,3,3,9,8,7,8,36.3,13744.519896866588
Ind425,No,57,1,210,1,29,3,3,1,568,1,1,56,2,4,6,4,3,14118,22102,3,2,12,3,3,80,1,32,3,2,1,0,0,0,34.1,11207.618183873832
Ind426,No,50,1,1099,2,29,4,1,1,569,2,1,88,2,4,6,3,2,17046,9314,0,2,15,3,2,80,1,28,2,3,27,10,15,7,35.3,6293.80950051517
Ind427,No,30,3,1116,2,2,3,2,1,571,3,2,49,3,1,3,4,1,2564,7181,0,2,14,3,3,80,0,12,2,2,11,7,6,7,34.7,12225.213222658907
Ind428,No,60,2,1499,1,28,3,3,1,573,3,2,80,2,3,1,1,2,10266,2845,4,2,19,3,4,80,0,22,5,4,18,13,13,11,38.7,15692.9144057107
Ind429,No,47,1,983,2,2,2,2,1,574,1,2,65,3,2,4,4,3,5070,7389,5,2,13,3,3,80,3,20,2,3,5,0,0,4,36.0,10025.423631411999
Ind430,No,46,1,1009,2,2,3,1,1,575,1,1,51,3,4,8,3,2,17861,2288,6,2,13,3,3,80,0,26,2,1,3,2,0,1,34.0,9834.957847556812
Ind431,No,35,1,144,2,22,3,1,1,577,4,1,46,1,1,3,3,1,4230,19225,0,2,15,3,3,80,0,6,2,3,5,4,4,3,40.4,10891.316136022848
Ind432,No,54,1,548,2,8,4,1,1,578,3,2,42,3,2,3,3,1,3780,23428,7,2,11,3,3,80,0,19,3,3,1,0,0,0,31.8,12525.560566324528
Ind433,No,34,1,1303,2,2,4,1,1,579,4,1,62,2,1,2,3,3,2768,8416,3,2,12,3,3,80,1,14,3,3,7,3,5,7,40.5,13485.008372905195
Ind434,No,46,1,1125,1,10,3,3,1,580,3,2,94,2,3,1,4,2,9071,11563,2,1,19,3,3,80,1,15,3,3,3,2,1,2,36.9,7917.131255341876
Ind435,No,31,1,1274,2,9,1,1,1,581,3,1,33,3,3,4,2,3,10648,14394,1,2,25,4,4,80,1,13,6,4,13,8,0,8,32.6,13132.784622551546
Ind436,Yes,33,1,1277,2,15,1,2,1,582,2,1,56,3,3,6,3,2,13610,24619,7,1,12,3,4,80,0,15,2,4,7,6,7,7,29.4,13565.580487643529
Ind437,Yes,33,1,587,2,10,1,2,1,584,1,1,38,1,1,3,4,3,3408,6705,7,2,13,3,1,80,3,8,2,3,4,3,1,3,33.2,13982.756363135515
Ind438,No,30,1,413,1,7,1,3,1,585,4,1,57,3,1,7,2,1,2983,18398,0,2,14,3,1,80,0,4,3,3,3,2,1,2,33.4,10618.752134515817
Ind439,No,35,1,1276,2,16,3,1,1,586,4,1,72,3,3,5,3,2,7632,14295,4,1,12,3,3,80,0,10,2,3,8,7,0,0,25.0,10365.802567033843
Ind440,Yes,31,2,534,2,20,3,1,1,587,1,1,66,3,3,5,3,2,9824,22908,3,2,12,3,1,80,0,12,2,3,1,0,0,0,35.0,13500.070288578021
Ind441,Yes,34,2,988,3,23,3,5,1,590,2,2,43,3,3,9,1,3,9950,11533,9,1,15,3,3,80,3,11,2,3,3,2,0,2,36.3,9919.330469236222
Ind442,No,42,2,1474,2,5,2,6,1,591,2,1,97,3,1,3,3,2,2093,9260,4,2,17,3,4,80,1,8,4,3,2,2,2,0,31.1,12105.886396439604
Ind443,No,36,3,635,1,10,4,2,1,592,2,1,32,3,3,1,4,1,9980,15318,1,2,14,3,4,80,0,10,3,2,10,3,9,7,36.5,9837.30190125968
Ind444,Yes,22,2,1368,2,4,1,4,1,593,3,1,99,2,1,3,3,1,3894,9129,5,2,16,3,3,80,0,4,3,3,2,2,1,2,29.5,10673.65826697437
Ind445,No,48,1,163,1,2,5,3,1,595,2,2,37,3,2,1,4,2,4051,19658,2,2,14,3,1,80,1,14,2,3,9,7,6,7,33.8,12663.152218439518
Ind446,No,55,1,1117,1,18,5,1,1,597,1,2,83,3,4,6,2,1,16835,9873,3,2,23,4,4,80,0,37,2,3,10,9,7,7,37.8,11992.753848187374
Ind447,No,41,3,267,1,10,2,1,1,599,4,1,56,3,2,1,4,1,6230,13430,7,2,14,3,4,80,0,16,3,3,14,3,1,10,28.6,12759.686464991315
Ind448,No,35,1,619,1,1,3,3,1,600,2,1,85,3,2,1,3,2,4717,18659,9,2,11,3,3,80,0,15,2,3,11,9,6,9,38.9,11122.693857363933
Ind449,No,40,1,302,2,6,3,1,1,601,2,2,75,3,4,4,3,1,13237,20364,7,2,15,3,3,80,0,22,3,3,20,6,5,13,32.1,9436.974834562063
Ind450,No,39,2,443,2,8,1,1,1,602,3,2,48,3,1,3,3,2,3755,17872,1,2,11,3,1,80,1,8,3,3,8,3,0,7,35.4,12054.581046405125
Ind451,No,31,1,828,1,2,1,1,1,604,2,1,77,3,2,1,4,1,6582,8346,4,1,13,3,3,80,0,10,2,4,6,5,0,5,37.0,12838.099819526917
Ind452,No,42,1,319,2,24,3,2,1,605,4,1,56,3,3,4,1,2,7406,6950,1,1,21,4,4,80,1,10,5,2,10,9,5,8,28.0,12707.273613656169
Ind453,No,45,1,561,1,2,3,6,1,606,4,1,61,3,2,1,2,2,4805,16177,0,2,19,3,2,80,1,9,3,4,8,7,3,7,32.9,10970.54032820759
Ind454,Yes,26,2,426,3,17,4,1,1,608,2,2,58,3,1,9,3,3,2741,22808,0,1,11,3,2,80,1,8,2,2,7,7,1,0,32.1,9546.150829748247
Ind455,No,29,1,232,2,19,3,4,1,611,4,1,34,3,2,4,4,3,4262,22645,4,2,12,3,2,80,2,8,2,4,3,2,1,2,30.3,14270.129131018177
Ind456,No,33,1,922,2,1,5,2,1,612,1,2,95,4,4,8,3,3,16184,22578,4,2,19,3,3,80,1,10,2,3,6,1,0,5,36.5,14191.035917178746
Ind457,No,31,1,688,1,7,3,1,1,613,3,1,44,2,3,6,4,3,11557,25291,9,2,21,4,3,80,1,10,3,2,5,4,0,1,41.7,11180.86283215609
Ind458,Yes,18,2,1306,1,5,3,3,1,614,2,1,69,3,1,7,2,1,1878,8059,1,1,14,3,4,80,0,0,3,3,0,0,0,0,36.6,12933.457735438564
Ind459,No,40,3,1094,1,28,3,6,1,615,3,1,58,1,3,1,1,3,10932,11373,3,2,15,3,3,80,1,20,2,3,1,0,0,1,26.6,14902.139368373888
Ind460,No,41,3,509,2,2,4,6,1,616,1,2,62,2,2,5,3,1,6811,2112,2,1,17,3,1,80,0,10,3,3,8,7,0,7,36.1,13012.948728578034
Ind461,No,26,1,775,1,29,2,2,1,618,1,1,45,3,2,1,3,3,4306,4267,5,2,12,3,1,80,2,8,5,3,0,0,0,0,35.1,11922.183067873313
Ind462,No,35,1,195,1,1,3,2,1,620,1,2,80,3,2,1,3,1,4859,6698,1,2,16,3,4,80,0,5,3,3,5,4,0,3,36.3,9221.482945015436
Ind463,No,34,1,258,1,21,4,1,1,621,4,1,74,4,2,1,4,1,5337,19921,1,2,12,3,4,80,0,10,3,3,10,7,5,7,27.9,12311.41885238575
Ind464,Yes,26,1,471,2,24,3,4,1,622,3,1,66,1,1,3,4,1,2340,23213,1,1,18,3,2,80,0,1,3,1,1,0,0,0,32.7,15775.058345672825
